0.0,1745251434184,9.755307053217622E-5
1.0,1745251491741,9.045180463377551E-5
2.0,1745251549010,7.939132368836219E-5
3.0,1745251608246,6.54543046337755E-5
4.0,1745251665099,5.0005000000000007E-5
5.0,1745251722857,3.455569536622451E-5
6.0,1745251782321,2.0618676311637815E-5
7.0,1745251840296,9.55819536622451E-6
8.0,1745251897094,2.4569294678237992E-6
9.0,1745251953754,1.0E-4
10.0,1745252009867,9.938447858805392E-5
11.0,1745252065656,9.755307053217622E-5
12.0,1745252120863,9.455087117679746E-5
13.0,1745252175515,9.045180463377551E-5
14.0,1745252231245,8.535680352542144E-5
15.0,1745252286104,7.939132368836219E-5
16.0,1745252341698,7.270225503447864E-5
17.0,1745252397592,6.54543046337755E-5
18.0,1745252454412,5.7825941079686356E-5
19.0,1745252510744,5.0005000000000007E-5
20.0,1745252566697,4.218405892031368E-5
21.0,1745252622475,3.455569536622451E-5
22.0,1745252666500,2.7307744965521364E-5
23.0,1745252699184,2.0618676311637815E-5
24.0,1745252731901,1.465319647457856E-5
25.0,1745252764169,9.55819536622451E-6
26.0,1745252797910,5.459128823202553E-6
27.0,1745252830264,2.4569294678237992E-6
28.0,1745252862775,6.255214119460928E-7
29.0,1745252895472,1.0E-4
30.0,1745252927563,9.984588209998774E-5
31.0,1745252959237,9.938447858805392E-5
32.0,1745252991565,9.861863417028185E-5
33.0,1745253023805,9.755307053217622E-5
34.0,1745253055777,9.619435722790178E-5
35.0,1745253088242,9.455087117679746E-5
36.0,1745253120649,9.263274501688284E-5
37.0,1745253154139,9.045180463377551E-5
38.0,1745253187260,8.802149625017355E-5
39.0,1745253220410,8.535680352542144E-5
40.0,1745253253432,8.247415517626754E-5
41.0,1745253286561,7.939132368836219E-5
42.0,1745253318560,7.612731574297387E-5
43.0,1745253351238,7.270225503447864E-5
44.0,1745253384370,6.913725820109267E-5
45.0,1745253417456,6.54543046337755E-5
46.0,1745253450510,6.1676100965976E-5
47.0,1745253482808,5.7825941079686356E-5
48.0,1745253515479,5.392756249091362E-5
49.0,1745253550097,5.0005000000000007E-5
50.0,1745253582579,4.6082437509086404E-5
51.0,1745253614896,4.218405892031368E-5
52.0,1745253648116,3.833389903402402E-5
53.0,1745253680926,3.455569536622451E-5
54.0,1745253714108,3.0872741798907346E-5
55.0,1745253746221,2.7307744965521364E-5
56.0,1745253778346,2.3882684257026145E-5
57.0,1745253810864,2.0618676311637815E-5
58.0,1745253843368,1.7535844823732476E-5
59.0,1745253877358,1.465319647457856E-5
60.0,1745253910540,1.1988503749826454E-5
61.0,1745253944678,9.55819536622451E-6
62.0,1745253978085,7.377254983117162E-6
63.0,1745254011471,5.459128823202553E-6
64.0,1745254044105,3.81564277209822E-6
65.0,1745254076392,2.4569294678237992E-6
66.0,1745254109213,1.3913658297181607E-6
67.0,1745254142337,6.255214119460928E-7
68.0,1745254175367,1.6411790001226747E-7
69.0,1745254207426,1.0E-4
70.0,1745254239457,9.996145566685496E-5
71.0,1745254271624,9.984588209998774E-5
72.0,1745254304390,9.965345750546155E-5
73.0,1745254336545,9.938447858805392E-5
74.0,1745254369544,9.903936009375951E-5
75.0,1745254404363,9.861863417028185E-5
76.0,1745254438359,9.81229495465001E-5
77.0,1745254471615,9.755307053217622E-5
