54.0,1745224609527,9.193352839727121E-5
55.0,1745224647128,9.164606203550498E-5
56.0,1745224677736,9.13540287137281E-5
57.0,1745224709083,9.105746045668521E-5
58.0,1745224740122,9.075638978642771E-5
59.0,1745224773097,9.045084971874738E-5
60.0,1745224804878,9.014087375955573E-5
61.0,1745224851535,8.982649590120982E-5
62.0,1745224897617,8.95077506187845E-5
63.0,1745224944599,8.918467286629199E-5
64.0,1745224990899,8.885729807284854E-5
65.0,1745225038161,8.852566213878946E-5
66.0,1745225085160,8.818980143173211E-5
67.0,1745225132231,8.784975278258782E-5
68.0,1745225179094,8.750555348152298E-5
69.0,1745225226425,8.715724127386972E-5
70.0,1745225273485,8.680485435598672E-5
71.0,1745225320353,8.644843137107059E-5
72.0,1745225366691,8.608801140491811E-5
73.0,1745225413249,8.572363398164017E-5
74.0,1745225459533,8.535533905932738E-5
75.0,1745225505774,8.498316702566829E-5
76.0,1745225552178,8.460715869352035E-5
77.0,1745225598434,8.422735529643445E-5
78.0,1745225644862,8.384379848413305E-5
79.0,1745225691199,8.345653031794293E-5
80.0,1745225737599,8.306559326618262E-5
81.0,1745225783766,8.267103019950531E-5
82.0,1745225830317,8.227288438619756E-5
83.0,1745225876488,8.187119948743452E-5
84.0,1745225922326,8.14660195524919E-5
85.0,1745225968417,8.105738901391556E-5
86.0,1745226014940,8.064535268264886E-5
87.0,1745226061068,8.022995574311878E-5
88.0,1745226107488,7.981124374828082E-5
89.0,1745226153833,7.938926261462369E-5
90.0,1745226200142,7.896405861713397E-5
91.0,1745226246381,7.853567838422163E-5
92.0,1745226292979,7.810416889260657E-5
93.0,1745226339701,7.766957746216724E-5
94.0,1745226386050,7.723195175075139E-5
95.0,1745226432514,7.679133974894987E-5
96.0,1745226478931,7.634778977483393E-5
97.0,1745226525272,7.590135046865655E-5
98.0,1745226571961,7.545207078751861E-5
99.0,1745226618716,7.500000000000003E-5
100.0,1745226665031,7.454518768075708E-5
101.0,1745226711170,7.40876837050858E-5
102.0,1745226757776,7.362753824345274E-5
103.0,1745226804483,7.316480175599313E-5
104.0,1745226850684,7.269952498697738E-5
105.0,1745226896855,7.223175895924641E-5
106.0,1745226943499,7.176155496861642E-5
107.0,1745226989815,7.128896457825367E-5
108.0,1745227035936,7.08140396130201E-5
109.0,1745227082370,7.033683215379005E-5
110.0,1745227129042,6.985739453173907E-5
111.0,1745227175327,6.93757793226052E-5
112.0,1745227224381,6.889203934092341E-5
113.0,1745227272631,6.840622763423395E-5
114.0,1745227320283,6.791839747726505E-5
115.0,1745227368607,6.742860236609081E-5
116.0,1745227418367,6.693689601226463E-5
117.0,1745227467366,6.64433323369292E-5
118.0,1745227516302,6.594796546490354E-5
119.0,1745227565735,6.545084971874741E-5
120.0,1745227614239,6.495203961280437E-5
121.0,1745227663534,6.445158984722362E-5
122.0,1745227712661,6.394955530196151E-5
123.0,1745227761853,6.344599103076333E-5
124.0,1745227810520,6.294095225512609E-5
125.0,1745227859042,6.243449435824277E-5
126.0,1745227908640,6.192667287892908E-5
127.0,1745227958232,6.141754350553283E-5
128.0,1745228006076,6.0907162069827175E-5
129.0,1745228053912,6.0395584540888004E-5
130.0,1745228102615,5.988286701895633E-5
131.0,1745228150321,5.936906572928628E-5
132.0,1745228198214,5.8854237015979206E-5
133.0,1745228247213,5.833843733580515E-5
134.0,1745228295226,5.7821723252011586E-5
135.0,1745228342641,5.7304151428120625E-5
136.0,1745228392050,5.678577862171526E-5
137.0,1745228442274,5.626666167821525E-5
138.0,1745228489879,5.5746857524643374E-5
139.0,1745228536618,5.522642316338272E-5
140.0,1745228585961,5.4705415665925764E-5
141.0,1745228633735,5.418389216661581E-5
142.0,1745228682789,5.366190985638162E-5
143.0,1745228731134,5.313952597646571E-5
144.0,1745228778802,5.261679781214724E-5
145.0,1745228828155,5.209378268646003E-5
146.0,1745228875276,5.157053795390644E-5
147.0,1745228923370,5.1047120994167885E-5
148.0,1745228971034,5.0523589205812325E-5
149.0,1745229018756,5.0000000000000036E-5
150.0,1745229067182,4.947641079418775E-5
151.0,1745229115777,4.89528790058322E-5
152.0,1745229163866,4.842946204609362E-5
153.0,1745229212133,4.790621731354005E-5
154.0,1745229258536,4.738320218785284E-5
155.0,1745229304575,4.6860474023534375E-5
156.0,1745229350622,4.6338090143618457E-5
157.0,1745229397399,4.5816107833384254E-5
158.0,1745229443551,4.529458433407431E-5
159.0,1745229489795,4.477357683661736E-5
160.0,1745229536518,4.42531424753567E-5
161.0,1745229583140,4.3733338321784816E-5
162.0,1745229629768,4.321422137828481E-5
163.0,1745229676055,4.2695848571879454E-5
164.0,1745229722312,4.217827674798849E-5
165.0,1745229768748,4.166156266419489E-5
166.0,1745229814992,4.114576298402085E-5
167.0,1745229861537,4.063093427071379E-5
168.0,1745229907917,4.011713298104371E-5
169.0,1745229954213,3.960441545911205E-5
170.0,1745230000763,3.909283793017289E-5
171.0,1745230047275,3.858245649446724E-5
172.0,1745230093851,3.807332712107098E-5
173.0,1745230140511,3.756550564175728E-5
174.0,1745230187272,3.7059047744873985E-5
175.0,1745230233642,3.6554008969236747E-5
176.0,1745230280035,3.605044469803855E-5
177.0,1745230326295,3.5548410152776426E-5
178.0,1745230373149,3.5047960387195685E-5
179.0,1745230419733,3.454915028125264E-5
180.0,1745230466017,3.405203453509651E-5
181.0,1745230512736,3.355666766307084E-5
182.0,1745230559226,3.3063103987735433E-5
183.0,1745230605586,3.257139763390925E-5
184.0,1745230652327,3.2081602522735E-5
185.0,1745230698294,3.159377236576612E-5
186.0,1745230744567,3.1107960659076646E-5
187.0,1745230790990,3.062422067739486E-5
188.0,1745230837349,3.0142605468260967E-5
189.0,1745230883773,2.966316784620999E-5
190.0,1745230930507,2.9185960386979953E-5
191.0,1745230977025,2.871103542174637E-5
192.0,1745231023601,2.823844503138363E-5
193.0,1745231070702,2.776824104075364E-5
194.0,1745231116995,2.7300475013022666E-5
195.0,1745231163378,2.683519824400693E-5
196.0,1745231209866,2.637246175654731E-5
197.0,1745231256403,2.5912316294914232E-5
198.0,1745231303074,2.5454812319242962E-5
199.0,1745231348940,2.499999999999999E-5
200.0,1745231395432,2.4547929212481435E-5
201.0,1745231441769,2.4098649531343497E-5
202.0,1745231487989,2.3652210225166122E-5
203.0,1745231534730,2.320866025105018E-5
204.0,1745231581472,2.276804824924866E-5
205.0,1745231627719,2.2330422537832798E-5
206.0,1745231674001,2.189583110739348E-5
207.0,1745231720558,2.146432161577842E-5
208.0,1745231767118,2.103594138286605E-5
209.0,1745231813774,2.0610737385376345E-5
210.0,1745231860237,2.01887562517192E-5
211.0,1745231906630,1.9770044256881257E-5
